,text,aspect,label
996,"the only issue with the android app right now is, sometimes the app does not load at all.",android app,0
3124,the customer pl understand customer problem,customer problem,0
2037,i by all means love the service but the android app is too laggy and transition are bad,android app,0
3948,notion is a great site and an iphone app.,iPhone app.,2
1131,hi why was i charged when this workspace subscription was cancelled ?,subscription,0
1728,"slow when opening, no widgets",widgets,0
2975,"compared to other apps like milkbasket or bb daily, offers are less.",apps,0
2405,i personally use notion for managing videos and project ma.,project,1
276,i need to change delivery instructions.. customer service no able to help me.,Customer service,0
128,features access to 3500+ curated templates full access to image library full access to standard video library 120 istock images and videos free access to creator club's (premium) templates,free,1
2370,"Seems to be a beta version, closes the app only by switching databases.",switching,0
3599,"but one thing that i would point towards is that it has a kind of slowish capture in terms of taking quick notes, which cannot be yet compared with fast captures like evernote, or google keep or onenote.","quick notes,",0
1111,excellent delivery service and prompt refund,delivery,2
102,i am delighted to your apt reply from support team via email within minutes @notionhq .,support,2
3650,"there is no trust, because milk packet has one color delivered milk packet is other color i raised the same issue they are saying",milk,0
237,+ aesthetic database text + tiled header (more r.,header,1
2545,great desktop experience.,desktop experience.,2
1337,"Slower than a turtle in the android version, and you can not make a simple addition or subtraction, in pure synthetic pint.",android,0
1571,note taking make easy and fantabulous,Note taking,2
81,cuando agregaran el idioma espanol ?,cuando,2
112,"hi there, could i sync or easy to move evernote files(10yrs) to notion?",Evernote,1
1438,notion is easily one of the best apps I have used in my entire life.,Notion,2
2776,the app is great but it is too slow when it is loading for the 1st open,app,2
1412,Cuqup membantu kerja team,team,1
2505,would love to change this to a 5* review if you can get it working like the desktop app.,desktop app.,0
3139,"apparently, it is per policy that if you want to subscribe to the educational plan, you will be needing to associate your eligible student email along with it.",student,1
466,I used this most of the time to record my travel expenses.,record,1
3170,need bag but they are provided any bag i have to wake up at 6 to take the milk,milk,0
3668,Since the 22-Feb-2021 update I've had problems with the app crashing.,app crashing,0
1764,"here is what you can do: simply request an increase for your subscription budget, the next time the merchant will try to debit the card, the payment will go through.","card,",1
3841,"keep super daily app proper in function, & please listen to the customer complain, understand & sort out properly",super daily,0
1569,"as an example, my experience with tomatoes and mosambi was not satisfactory and inspite of free delivery, i did not think to order further items.",mosambi,0
3194,most of the time it hangs making the subscriber fatigue,Most of the time it hangs,0
1911,"With the new updates I lost the ability to add new anything, the + button at the bottom of the page is gone.",new updates,0
3336,"01-Could put colors on top of the tasks for better identification, 02",tasks,1
2507,"sorry anoojah, i am really not sure why you are not able to login throuhg fb, everything does seem to be fine here, if you have the video downloaded, yes, you can upload and use it in this account",upload,1
1078,I am on a galaxy s9,Galaxy S9,0
3223,The update broke the bullet and number lists to regular text instead of indentation format.,text,1
1378,i am more than happy with the services rendered so far.,services,2
397,try to sale curd and chakka also,chakka,0
2235,"For a ""Tasks"" app this is the wrong app.",Tasks,0
3819,i want to add song to image,image,1
2785,very bad management.,management.,0
216,Browser version great.,Browser version,2
456,takes alot time to open on my phone,Takes,2
616,"Is very slow to load when open, and ofc it takes",slow to load,0
1879,"I have been enjoying the MacOS and Windows versions of AT, relational databases are a great tool that Google doesn’t give me with G Suite, but the iOS version of AT is seriously limited, grouping is missing,",iOS,0
2608,ok is it the last number i see on the web link when i have the project open?,project,1
3011,i thought i cancelled it last week,cancelled,1
3123,"I believe a great feature would allow the user to attach near unlimited images to the notes on one of your lists. 

",lists,1
3772,"you can (kind of) do this with database templates, but each template is confined to the database.",database,0
144,do you mean invideo itself does not work on mobile?,mobile?,1
3811,if you use premium media then you will get a watermark on the free plan.,free,1
1201,"- old review best productivity system but android app sucks, pc version is best.",android app,0
